Nest Box,Radial Zone,NLCD Year,Developed m2,Development P,Development %,Natural m2,Natural P,Natural %,Agriculture m2,Agriculture P,Agriculture %,Other m2,Other P,Other %,Total m2,Study Year,Occupancy,Success
118,725,2011,81000,0.049046322,4.9,621900,0.376566757,37.66,612000,0.370572207,37.06,336600,0.203814714,20.38,1651500,2009,1,5
119,725,2011,93600,0.056706652,5.67,922500,0.558887677,55.89,389700,0.236095965,23.61,244800,0.148309706,14.83,1650600,2009,1,0
120,725,2011,63900,0.038692098,3.87,878400,0.531880109,53.19,442800,0.268119891,26.81,266400,0.161307902,16.13,1651500,2009,0,.
121,725,2011,20700,0.012540894,1.25,255600,0.154852781,15.49,0,0,0,1374300,0.832606325,83.26,1650600,2009,.,.
121.1,725,2011,14400,0.0087241,0.87,827100,0.501090513,50.11,30600,0.018538713,1.85,778500,0.471646674,47.16,1650600,2009,1,5
122,725,2011,32400,0.019586507,1.96,403200,0.243743199,24.37,0,0,0,1218600,0.736670294,73.67,1654200,2009,.,.
122.1,725,2011,31500,0.019094381,1.91,547200,0.331696672,33.17,38700,0.023458811,2.35,1032300,0.625750136,62.58,1649700,2009,1,4
123,725,2011,32400,0.019629226,1.96,408600,0.247546347,24.75,0,0,0,1209600,0.732824427,73.28,1650600,2009,.,.
123.1,725,2011,45000,0.027262814,2.73,573300,0.347328244,34.73,242100,0.146673937,14.67,790200,0.478735005,47.87,1650600,2009,1,5
124,725,2011,136800,0.082833787,8.28,1052100,0.637057221,63.71,0,0,0,462600,0.280108992,28.01,1651500,2009,0,.
125,725,2011,85500,0.051827605,5.18,383400,0.232405892,23.24,0,0,0,1180800,0.715766503,71.58,1649700,2009,0,.
126,725,2011,60300,0.0365521,3.66,375300,0.227495908,22.75,0,0,0,1214100,0.735951991,73.6,1649700,2009,1,3
127,725,2011,69300,0.042007638,4.2,865800,0.524822695,52.48,112500,0.068194217,6.82,602100,0.36497545,36.5,1649700,2009,1,5
128,725,2011,29700,0.017983651,1.8,754200,0.456675749,45.67,51300,0.03106267,3.11,816300,0.494277929,49.43,1651500,2009,-1,.
129,725,2011,12600,0.007637752,0.76,1026000,0.62193126,62.19,392400,0.237861429,23.79,218700,0.132569558,13.26,1649700,2009,0,.
129.1,725,2011,14400,0.008709853,0.87,1112400,0.672836146,67.28,321300,0.194338596,19.43,205200,0.124115406,12.41,1653300,2009,.,.
130,725,2011,74700,0.045206972,4.52,971100,0.587690632,58.77,369900,0.223856209,22.39,236700,0.143246187,14.32,1652400,2009,-1,.
130.1,725,2011,11700,0.007092199,0.71,377100,0.228587016,22.86,0,0,0,1260900,0.764320786,76.43,1649700,2009,.,.
131,725,2011,26100,0.015803815,1.58,698400,0.422888283,42.29,162000,0.098092643,9.81,765000,0.463215259,46.32,1651500,2009,0,.
132,725,2011,39600,0.024043716,2.4,396000,0.240437158,24.04,277200,0.168306011,16.83,934200,0.567213115,56.72,1647000,2009,-1,.
133,725,2011,77400,0.046892039,4.69,1148400,0.695747001,69.57,156600,0.094874591,9.49,268200,0.162486369,16.25,1650600,2009,1,0
134,725,2011,93600,0.056737589,5.67,1103400,0.668848882,66.88,55800,0.033824332,3.38,396900,0.240589198,24.06,1649700,2009,1,0
135,725,2011,92700,0.05613079,5.61,758700,0.459400545,45.94,15300,0.009264305,0.93,784800,0.47520436,47.52,1651500,2009,1,5
136,725,2011,72000,0.043668122,4.37,831600,0.504366812,50.44,331200,0.200873362,20.09,414000,0.251091703,25.11,1648800,2009,0,.
137,725,2011,46800,0.02832244,2.83,760500,0.460239651,46.02,173700,0.105119826,10.51,671400,0.406318083,40.63,1652400,2009,0,.
138,725,2011,33300,0.020065076,2.01,918900,0.553687636,55.37,26100,0.015726681,1.57,681300,0.410520607,41.05,1659600,2009,1,0
139,725,2011,22500,0.013609145,1.36,816300,0.493739793,49.37,98100,0.059335874,5.93,716400,0.433315188,43.33,1653300,2009,1,0
140,725,2011,177300,0.10759148,10.76,225000,0.136537411,13.65,90000,0.054614965,5.46,1155600,0.701256144,70.13,1647900,2009,1,0
140.1,725,2011,65700,0.039803708,3.98,118800,0.071973828,7.2,11700,0.007088332,0.71,1454400,0.881134133,88.11,1650600,2009,.,.
140.2,725,2011,27000,0.016366612,1.64,697500,0.422804146,42.28,245700,0.14893617,14.89,679500,0.411893071,41.19,1649700,2009,.,.
141,725,2011,36000,0.021798365,2.18,533700,0.323160763,32.32,114300,0.069209809,6.92,967500,0.585831063,58.58,1651500,2009,1,0
142,725,2011,31500,0.019104803,1.91,572400,0.347161572,34.72,45000,0.027292576,2.73,999900,0.606441048,60.64,1648800,2009,-1,.
142.1,725,2011,106200,0.064622125,6.46,480600,0.292442497,29.24,123300,0.075027382,7.5,933300,0.567907996,56.79,1643400,2009,.,.
143,725,2011,77400,0.04681546,4.68,600300,0.363091998,36.31,4500,0.002721829,0.27,971100,0.587370713,58.74,1653300,2009,1,0
144,725,2011,177300,0.107356948,10.74,288900,0.17493188,17.49,80100,0.048501362,4.85,1105200,0.669209809,66.92,1651500,2009,1,2
145,725,2011,40500,0.024536532,2.45,479700,0.290621592,29.06,51300,0.031079607,3.11,1079100,0.653762268,65.38,1650600,2009,1,3
145.1,725,2011,47700,0.028945931,2.89,743400,0.451119607,45.11,0,0,0,856800,0.519934462,51.99,1647900,2009,.,.
146,725,2011,36900,0.022367703,2.24,442800,0.268412439,26.84,51300,0.031096563,3.11,1118700,0.678123295,67.81,1649700,2009,.,.
147,725,2011,37800,0.02295082,2.3,385200,0.233879781,23.39,0,0,0,1224000,0.743169399,74.32,1647000,2009,.,.
148,725,2011,8100,0.004904632,0.49,369000,0.223433243,22.34,81900,0.049591281,4.96,1192500,0.722070845,72.21,1651500,2009,.,.
149,725,2011,56700,0.034295046,3.43,213300,0.129014698,12.9,111600,0.067501361,6.75,1271700,0.769188895,76.92,1653300,2009,.,.
150,725,2011,31500,0.019042437,1.9,557100,0.336779108,33.68,10800,0.006528836,0.65,1054800,0.637649619,63.76,1654200,2009,.,.
1,1200,2011,56700,0.012524851,1.25,1781100,0.393439364,39.34,414900,0.091650099,9.17,2274300,0.502385686,50.24,4527000,2009,-1,.
2,1200,2011,68400,0.015112348,1.51,1388700,0.306820441,30.68,1001700,0.221316365,22.13,2067300,0.456750845,45.68,4526100,2009,1,0
3,1200,2011,171000,0.037841068,3.78,1237500,0.273849831,27.38,1082700,0.239593706,23.96,2027700,0.448715395,44.87,4518900,2009,0,.
4,1200,2011,141300,0.031237565,3.12,569700,0.125945086,12.59,911700,0.20155193,20.16,2900700,0.64126542,64.13,4523400,2009,.,.
4.1,1200,2011,24300,0.005379558,0.54,1058400,0.234309623,23.43,269100,0.05957362,5.96,3165300,0.700737199,70.07,4517100,2009,0,.
5,1200,2011,308700,0.068326693,6.83,1075500,0.238047809,23.8,1757700,0.389043825,38.9,1376100,0.304581673,30.46,4518000,2009,1,5
6,1200,2011,18900,0.00417495,0.42,765000,0.168986083,16.9,1179000,0.260437376,26.04,2564100,0.56640159,56.64,4527000,2009,1,0
7,1200,2011,0,0,0,513000,0.11327504,11.33,135000,0.029809221,2.98,3880800,0.856915739,85.69,4528800,2009,1,5
8,1200,2011,217800,0.048380648,4.84,526500,0.116953219,11.7,548100,0.121751299,12.18,3209400,0.712914834,71.29,4501800,2009,1,0
9,1200,2011,194400,0.043148222,4.31,1610100,0.357371155,35.74,604800,0.134238913,13.42,2096100,0.46524171,46.52,4505400,2009,.,.
9.1,1200,2011,227700,0.05035828,5.04,894600,0.197850318,19.79,2064600,0.45660828,45.66,1334700,0.295183121,29.52,4521600,2009,0,.
9.2,1200,2011,208800,0.046141607,4.61,942300,0.20823389,20.82,2140200,0.472951472,47.3,1233900,0.272673031,27.27,4525200,2009,.,.
10,1200,2011,110700,0.02445328,2.45,1501200,0.331610338,33.16,370800,0.081908549,8.19,2544300,0.562027833,56.2,4527000,2009,1,0
10.1,1200,2011,36000,0.007972892,0.8,425700,0.09427945,9.43,282600,0.062587204,6.26,3771000,0.835160454,83.52,4515300,2009,.,.
11,1200,2011,145800,0.03222598,3.22,1321200,0.292023075,29.2,991800,0.219216232,21.92,2065500,0.456534713,45.65,4524300,2009,-1,.
12,1200,2011,71100,0.015733918,1.57,1450800,0.321051583,32.11,298800,0.066122286,6.61,2698200,0.597092213,59.71,4518900,2009,0,.
12.1,1200,2011,70200,0.015531661,1.55,689400,0.152528873,15.25,19800,0.004380725,0.44,3740400,0.827558742,82.76,4519800,2009,.,.
13,1200,2011,72000,0.015923567,1.59,1498500,0.331409236,33.14,200700,0.044386943,4.44,2750400,0.608280255,60.83,4521600,2009,1,0
14,1200,2011,107100,0.023648649,2.36,1654200,0.365262321,36.53,190800,0.042130366,4.21,2576700,0.568958665,56.9,4528800,2009,1,5
14.1,1200,2011,60300,0.013333333,1.33,945000,0.208955224,20.9,21600,0.004776119,0.48,3495600,0.772935323,77.29,4522500,2009,.,.
15,1200,2011,36900,0.008162453,0.82,1431000,0.316543898,31.65,954900,0.21122835,21.12,2097900,0.4640653,46.41,4520700,2009,-1,.
16,1200,2011,211500,0.046840741,4.68,1071000,0.237193542,23.72,1064700,0.235798286,23.58,2168100,0.480167431,48.02,4515300,2009,-1,.
17,1200,2011,91800,0.02030659,2.03,1573200,0.347999204,34.8,974700,0.215608202,21.56,1881000,0.416086004,41.61,4520700,2009,1,0
18,1200,2011,27900,0.006169154,0.62,1246500,0.275621891,27.56,402300,0.088955224,8.9,2845800,0.629253731,62.93,4522500,2009,1,5
19,1200,2011,14400,0.003186616,0.32,353700,0.078271261,7.83,43200,0.009559849,0.96,4107600,0.908982274,90.9,4518900,2009,-1,.
19.1,1200,2011,275400,0.060883406,6.09,799200,0.176681257,17.67,0,0,0,3448800,0.762435336,76.24,4523400,2009,.,.
20,1200,2011,11700,0.00258655,0.26,803700,0.177676084,17.77,702000,0.155192996,15.52,3006000,0.664544369,66.45,4523400,2009,1,0
21,1200,2011,183600,0.040775535,4.08,1787400,0.396961823,39.7,1027800,0.228263042,22.83,1503900,0.3339996,33.4,4502700,2009,1,5
22,1200,2011,198000,0.043903412,4.39,1038600,0.230293355,23.03,415800,0.092197166,9.22,2857500,0.633606067,63.36,4509900,2009,.,.
22.1,1200,2011,135000,0.029821074,2.98,1073700,0.237176938,23.72,840600,0.185685885,18.57,2477700,0.547316103,54.73,4527000,2009,1,.
23,1200,2011,0,0,0,460800,0.10185001,10.19,0,0,0,4063500,0.89814999,89.81,4524300,2009,-1,.
24,1200,2011,39600,0.00876494,0.88,1147500,0.253984064,25.4,711900,0.157569721,15.76,2619000,0.579681275,57.97,4518000,2009,1,0
25,1200,2011,102600,0.022763578,2.28,1050300,0.233027157,23.3,1693800,0.375798722,37.58,1660500,0.368410543,36.84,4507200,2009,-1,.
26,1200,2011,206100,0.045717708,4.57,1115100,0.247354761,24.74,1243800,0.275903374,27.59,1943100,0.431024157,43.1,4508100,2009,1,5
27,1200,2011,142200,0.031549521,3.15,850500,0.188698083,18.87,909900,0.201876997,20.19,2604600,0.577875399,57.79,4507200,2009,1,2
28,1200,2011,163800,0.0364,3.64,1092600,0.2428,24.28,1646100,0.3658,36.58,1597500,0.355,35.5,4500000,2009,0,.
29,1200,2011,189900,0.042216887,4.22,376200,0.083633453,8.36,265500,0.059023609,5.9,3666600,0.81512605,81.51,4498200,2009,-1,.
30,1200,2011,43200,0.009561753,0.96,878400,0.194422311,19.44,102600,0.022709163,2.27,3493800,0.773306773,77.33,4518000,2009,1,5
30.1,1200,2011,244800,0.054389122,5.44,745200,0.165566887,16.56,1706400,0.379124175,37.91,1804500,0.400919816,40.09,4500900,2009,.,.
31,1200,2011,80100,0.017739685,1.77,1227600,0.271875623,27.19,1296900,0.28722344,28.72,1910700,0.423161252,42.32,4515300,2009,0,.
31.1,1200,2011,81000,0.017978426,1.8,1221300,0.27107471,27.11,1263600,0.280463444,28.05,1939500,0.43048342,43.05,4505400,2009,.,.
32,1200,2011,153900,0.0340434,3.4,1392300,0.307983277,30.8,996300,0.220386223,22.04,1978200,0.437587099,43.76,4520700,2009,0,.
33,1200,2011,49500,0.010943096,1.09,1268100,0.28034222,28.03,219600,0.048547553,4.85,2986200,0.660167131,66.02,4523400,2009,1,0
34,1200,2011,198900,0.044085378,4.41,1016100,0.225214442,22.52,413100,0.091561939,9.16,2883600,0.639138241,63.91,4511700,2009,-1,.
34.1,1200,2011,82800,0.018301174,1.83,990900,0.219017307,21.9,14400,0.003182813,0.32,3436200,0.759498707,75.95,4524300,2009,.,.
35,1200,2011,34200,0.007586345,0.76,450900,0.100019964,10,93600,0.020762627,2.08,3929400,0.871631064,87.16,4508100,2009,.,.
35.1,1200,2011,288900,0.063944223,6.39,959400,0.212350598,21.24,37800,0.008366534,0.84,3231900,0.715338645,71.53,4518000,2009,1,2
35.2,1200,2011,306900,0.067901235,6.79,993600,0.219832736,21.98,37800,0.008363202,0.84,3181500,0.703902828,70.39,4519800,2009,.,.
36,1200,2011,34200,0.007578779,0.76,451800,0.100119665,10.01,92700,0.020542481,2.05,3933900,0.871759075,87.18,4512600,2009,-1,.
37,1200,2011,0,0,0,234000,0.051772202,5.18,18900,0.004181601,0.42,4266900,0.944046197,94.4,4519800,2009,1,4
38,1200,2011,104400,0.023098367,2.31,152100,0.033651932,3.37,16200,0.003584229,0.36,4247100,0.939665472,93.97,4519800,2009,0,.
38.1,1200,2011,132300,0.029265379,2.93,757800,0.167628907,16.76,62100,0.013736811,1.37,3568500,0.789368903,78.94,4520700,2009,.,.
39,1200,2011,27000,0.005967774,0.6,257400,0.056892779,5.69,21600,0.004774219,0.48,4218300,0.932365228,93.24,4524300,2009,1,5
40,1200,2011,115200,0.025452376,2.55,1005300,0.222111752,22.21,856800,0.189302048,18.93,2548800,0.563133824,56.31,4526100,2009,-1,.
41,1200,2011,141300,0.03120652,3.12,1082700,0.239117472,23.91,476100,0.105148082,10.51,2827800,0.624527927,62.45,4527900,2009,-1,.
41.1,1200,2011,120600,0.026677284,2.67,464400,0.102727454,10.27,594900,0.131594665,13.16,3340800,0.739000597,73.9,4520700,2009,.,.
42,1200,2011,177300,0.039172798,3.92,135000,0.029827003,2.98,23400,0.005170014,0.52,4190400,0.925830185,92.58,4526100,2009,0,.
42.1,1200,2011,200700,0.044564349,4.46,504000,0.111910472,11.19,1653300,0.367106315,36.71,2145600,0.476418865,47.64,4503600,2009,.,.
42.2,1200,2011,255600,0.056697944,5.67,1473300,0.326811739,32.68,736200,0.163306049,16.33,2043000,0.453184268,45.32,4508100,2009,.,.
43,1200,2011,87300,0.019315014,1.93,790200,0.174830745,17.48,496800,0.109916368,10.99,3145500,0.695937873,69.59,4519800,2009,1,5
44,1200,2011,135900,0.030007949,3,839700,0.185413355,18.54,522000,0.115262321,11.53,3031200,0.669316375,66.93,4528800,2009,0,.
44.1,1200,2011,81000,0.017899761,1.79,707400,0.156324582,15.63,27000,0.005966587,0.6,3709800,0.819809069,81.98,4525200,2009,.,.
45,1200,2011,199800,0.044329073,4.43,873900,0.193889776,19.39,539100,0.119608626,11.96,2894400,0.642172524,64.22,4507200,2009,.,.
45.1,1200,2011,24300,0.005376344,0.54,805500,0.17821585,17.82,1575000,0.348466746,34.85,2115000,0.467941059,46.79,4519800,2009,1,0
46,1200,2011,13500,0.002980922,0.3,742500,0.163950715,16.4,107100,0.023648649,2.36,3665700,0.809419714,80.94,4528800,2009,1,3
47,1200,2011,49500,0.010953993,1.1,448200,0.09918343,9.92,18000,0.00398327,0.4,4003200,0.885879307,88.59,4518900,2009,1,4
48,1200,2011,62100,0.013720422,1.37,927000,0.20481209,20.48,52200,0.011533108,1.15,3484800,0.769934381,76.99,4526100,2009,.,.
48.1,1200,2011,40500,0.008953442,0.9,492300,0.108834063,10.88,900,0.000198965,0.02,3989700,0.88201353,88.2,4523400,2009,0,.
49,1200,2011,54000,0.011954573,1.2,501300,0.110978283,11.1,50400,0.011157601,1.12,3911400,0.865909544,86.59,4517100,2009,1,4
50,1200,2011,58500,0.012922465,1.29,843300,0.186282306,18.63,52200,0.011530815,1.15,3573000,0.789264414,78.93,4527000,2009,1,0
51,1200,2011,57600,0.012728719,1.27,820800,0.181384248,18.14,90900,0.02008751,2.01,3555900,0.785799523,78.58,4525200,2009,1,0
52,1200,2011,76500,0.016898608,1.69,512100,0.113121272,11.31,80100,0.017693837,1.77,3858300,0.852286282,85.23,4527000,2009,0,.
53,1200,2011,26100,0.005765408,0.58,795600,0.175745527,17.57,135900,0.030019881,3,3569400,0.788469185,78.85,4527000,2009,1,5
54,1200,2011,83700,0.018511146,1.85,878400,0.194267516,19.43,20700,0.004578025,0.46,3538800,0.782643312,78.26,4521600,2009,0,.
54.1,1200,2011,82800,0.018282989,1.83,892800,0.197138315,19.71,20700,0.004570747,0.46,3532500,0.780007949,78,4528800,2009,.,.
55,1200,2011,54000,0.011930801,1.19,952200,0.210379797,21.04,40500,0.008948101,0.89,3479400,0.7687413,76.87,4526100,2009,-1,.
56,1200,2011,82800,0.018348624,1.83,647100,0.143398484,14.34,0,0,0,3782700,0.838252892,83.83,4512600,2009,0,.
57,1200,2011,219600,0.048528242,4.85,357300,0.078957836,7.9,39600,0.008750994,0.88,3908700,0.863762928,86.38,4525200,2009,.,.
57.1,1200,2011,173700,0.03839268,3.84,781200,0.172667595,17.27,1748700,0.386512831,38.65,1820700,0.402426895,40.24,4524300,2009,1,0
58,1200,2011,297900,0.065818254,6.58,386100,0.08530523,8.53,96300,0.021276596,2.13,3745800,0.82759992,82.76,4526100,2009,.,.
58.1,1200,2011,220500,0.048765924,4.88,416700,0.092157643,9.22,54000,0.011942675,1.19,3830400,0.847133758,84.71,4521600,2009,.,.
58.2,1200,2011,265500,0.058929285,5.89,527400,0.117059529,11.71,1792800,0.397922493,39.79,1919700,0.426088694,42.61,4505400,2009,0,.
59,1200,2011,10800,0.002386635,0.24,594000,0.131264916,13.13,99900,0.022076372,2.21,3820500,0.844272076,84.43,4525200,2009,-1,.
59.1,1200,2011,45900,0.010151274,1.02,738900,0.163415605,16.34,429300,0.094944268,9.49,3307500,0.731488854,73.15,4521600,2009,.,.
60,1200,2011,116100,0.025671642,2.57,560700,0.1239801,12.4,269100,0.059502488,5.95,3576600,0.790845771,79.08,4522500,2009,1,0
61,1200,2011,13500,0.002984481,0.3,795600,0.175885396,17.59,117000,0.025865499,2.59,3597300,0.795264624,79.53,4523400,2009,.,.
61.1,1200,2011,0,0,0,586800,0.129648041,12.96,117000,0.02585007,2.59,3822300,0.844501889,84.45,4526100,2009,1,5
61.2,1200,2011,76500,0.016898608,1.69,1734300,0.383101392,38.31,449100,0.099204771,9.92,2267100,0.500795229,50.08,4527000,2009,.,.
62,1200,2011,108000,0.023880597,2.39,714600,0.15800995,15.8,48600,0.010746269,1.07,3651300,0.807363184,80.74,4522500,2009,0,.
62.1,1200,2011,178200,0.039426523,3.94,578700,0.128036639,12.8,17100,0.003783353,0.38,3745800,0.828753485,82.88,4519800,2009,.,.
63,1200,2011,76500,0.016912057,1.69,1561500,0.345204934,34.52,448200,0.099084759,9.91,2437200,0.538798249,53.88,4523400,2009,0,.
64,1200,2011,172800,0.038208955,3.82,144000,0.031840796,3.18,31500,0.006965174,0.7,4174200,0.922985075,92.3,4522500,2009,.,.
64.1,1200,2011,99000,0.02186444,2.19,1545300,0.341284039,34.13,1389600,0.306897237,30.69,1494000,0.329954283,33,4527900,2009,0,.
65,1200,2011,190800,0.04223949,4.22,680400,0.150627615,15.06,18000,0.003984858,0.4,3627900,0.803148037,80.31,4517100,2009,-1,.
65.1,1200,2011,217800,0.048390322,4.84,1676700,0.372525495,37.25,229500,0.050989802,5.1,2376900,0.528094381,52.81,4500900,2009,.,.
66,1200,2011,109800,0.02429311,2.43,847800,0.187574671,18.76,34200,0.007566706,0.76,3528000,0.780565512,78.06,4519800,2009,1,2
67,1200,2011,78300,0.017299662,1.73,798300,0.176377013,17.64,54000,0.011930801,1.19,3595500,0.794392523,79.44,4526100,2009,1,5
68,1200,2011,179100,0.03960199,3.96,618300,0.136716418,13.67,36000,0.007960199,0.8,3689100,0.815721393,81.57,4522500,2009,.,.
68.1,1200,2011,139500,0.030851911,3.09,1036800,0.229299363,22.93,72900,0.016122611,1.61,3272400,0.723726115,72.37,4521600,2009,0,.
69,1200,2011,109800,0.024385369,2.44,1136700,0.252448531,25.24,32400,0.007195683,0.72,3223800,0.715970418,71.6,4502700,2009,-1,.
70,1200,2011,91800,0.02046549,2.05,1328400,0.296147673,29.61,84600,0.018860353,1.89,2980800,0.664526485,66.45,4485600,2009,-1,.
70.1,1200,2011,31500,0.006967947,0.7,265500,0.058729843,5.87,0,0,0,4223700,0.93430221,93.43,4520700,2009,.,.
70.2,1200,2011,282600,0.063166365,6.32,2376900,0.531281432,53.13,181800,0.040635687,4.06,1632600,0.364916516,36.49,4473900,2009,.,.
71,1200,2011,85500,0.019375892,1.94,1184400,0.268407098,26.84,60300,0.013665103,1.37,3082500,0.698551907,69.86,4412700,2009,0,.
72,1200,2011,98100,0.021717474,2.17,1523700,0.337318191,33.73,79200,0.017533373,1.75,2816100,0.623430962,62.34,4517100,2009,-1,.
72.1,1200,2011,22500,0.004969191,0.5,330300,0.072947724,7.29,0,0,0,4175100,0.922083085,92.21,4527900,2009,.,.
72.2,1200,2011,328500,0.072781655,7.28,1094400,0.242472582,24.25,1147500,0.254237288,25.42,1943100,0.430508475,43.05,4513500,2009,.,.
73,1200,2011,89100,0.019689737,1.97,1334700,0.29494829,29.49,173700,0.038385044,3.84,2927700,0.646976929,64.7,4525200,2009,0,.
74,1200,2011,30600,0.006768863,0.68,1017900,0.225164244,22.52,227700,0.050368306,5.04,3244500,0.717698587,71.77,4520700,2009,1,2
75,1200,2011,91800,0.020322773,2.03,793800,0.175732218,17.57,126000,0.027894003,2.79,3505500,0.776051006,77.61,4517100,2009,-1,.
76,1200,2011,63900,0.014126542,1.41,710100,0.156983685,15.7,126000,0.027855153,2.79,3623400,0.80103462,80.1,4523400,2009,-1,.
77,1200,2011,12600,0.002783854,0.28,335700,0.074169815,7.42,2700,0.00059654,0.06,4175100,0.922449791,92.24,4526100,2009,0,.
78,1200,2011,94500,0.020908005,2.09,629100,0.139187575,13.92,35100,0.00776583,0.78,3761100,0.83213859,83.21,4519800,2009,-1,.
78.1,1200,2011,132300,0.029288703,2.93,1188000,0.263000598,26.3,83700,0.018529588,1.85,3113100,0.689181112,68.92,4517100,2009,.,.
79,1200,2011,132300,0.02931791,2.93,1187100,0.263063422,26.31,83700,0.018548065,1.85,3109500,0.689070602,68.91,4512600,2009,.,.
79.1,1200,2011,132300,0.029213037,2.92,1130400,0.249602544,24.96,699300,0.154411765,15.44,2566800,0.566772655,56.68,4528800,2009,1,0
80,1200,2011,24300,0.005375274,0.54,2208600,0.488552658,48.86,422100,0.093370496,9.34,1865700,0.412701573,41.27,4520700,2009,.,.
80.1,1200,2011,24300,0.005374204,0.54,2210400,0.488853503,48.89,421200,0.093152866,9.32,1865700,0.412619427,41.26,4521600,2009,1,5
81,1200,2011,18900,0.004177442,0.42,1041300,0.230157151,23.02,519300,0.114780187,11.48,2944800,0.65088522,65.09,4524300,2009,-1,.
81.1,1200,2011,15300,0.003383758,0.34,645300,0.142714968,14.27,178200,0.039410828,3.94,3682800,0.814490446,81.45,4521600,2009,.,.
82,1200,2011,130500,0.02881558,2.88,1114200,0.246025437,24.6,47700,0.010532591,1.05,3236400,0.714626391,71.46,4528800,2009,-1,.
83,1200,2011,249300,0.055179283,5.52,873900,0.193426295,19.34,512100,0.113346614,11.33,2882700,0.638047809,63.8,4518000,2009,1,5
84,1200,2011,54000,0.011930801,1.19,849600,0.187711275,18.77,101700,0.022469676,2.25,3520800,0.777888248,77.79,4526100,2009,-1,.
84.1,1200,2011,19800,0.004379853,0.44,873000,0.193111686,19.31,56700,0.012542305,1.25,3571200,0.789966156,79,4520700,2009,.,.
85,1200,2011,56700,0.012522361,1.25,767700,0.169548797,16.95,130500,0.028821308,2.88,3573000,0.789107533,78.91,4527900,2009,0,.
85.1,1200,2011,256500,0.05666004,5.67,718200,0.158648111,15.86,9900,0.002186879,0.22,3542400,0.78250497,78.25,4527000,2009,.,.
86,1200,2011,38700,0.008548708,0.85,841500,0.185884692,18.59,92700,0.020477137,2.05,3554100,0.785089463,78.51,4527000,2009,1,3
87,1200,2011,38700,0.008567444,0.86,824400,0.182506475,18.25,247500,0.054791791,5.48,3406500,0.75413429,75.41,4517100,2009,-1,.
88,1200,2011,44100,0.009762901,0.98,887400,0.196453477,19.65,205200,0.045427376,4.54,3380400,0.748356246,74.84,4517100,2009,-1,.
89,1200,2011,34200,0.007568214,0.76,904500,0.200159331,20.02,55800,0.012348138,1.23,3524400,0.779924318,77.99,4518900,2009,1,1
90,1200,2011,45900,0.010151274,1.02,855000,0.189092357,18.91,228600,0.050557325,5.06,3392100,0.750199045,75.02,4521600,2009,.,.
90.1,1200,2011,0,0,0,413100,0.091452481,9.15,5400,0.001195457,0.12,4098600,0.907352062,90.74,4517100,2009,1,6
91,1200,2011,44100,0.009760956,0.98,869400,0.192430279,19.24,238500,0.052788845,5.28,3366000,0.74501992,74.5,4518000,2009,1,0
92,1200,2011,43200,0.009556042,0.96,549900,0.121640454,12.16,282600,0.062512443,6.25,3645000,0.806291061,80.63,4520700,2009,-1,.
93,1200,2011,56700,0.012517385,1.25,746100,0.164712895,16.47,145800,0.032187562,3.22,3581100,0.790582158,79.06,4529700,2009,.,.
93.1,1200,2011,58500,0.012922465,1.29,1400400,0.309343936,30.93,806400,0.178131213,17.81,2261700,0.499602386,49.96,4527000,2009,0,.
94,1200,2011,256500,0.057057057,5.71,1791000,0.398398398,39.84,136800,0.03043043,3.04,2311200,0.514114114,51.41,4495500,2009,-1,.
94.1,1200,2011,20700,0.004574383,0.46,918000,0.202863962,20.29,86400,0.019093079,1.91,3500100,0.773468576,77.35,4525200,2009,.,.
95,1200,2011,255600,0.0568,5.68,1197000,0.266,26.6,53100,0.0118,1.18,2994300,0.6654,66.54,4500000,2009,.,.
95.1,1200,2011,111600,0.02475544,2.48,414900,0.092034338,9.2,365400,0.081054103,8.11,3616200,0.802156119,80.22,4508100,2009,-1,.
95.2,1200,2011,115200,0.025559105,2.56,699300,0.155151757,15.52,268200,0.059504792,5.95,3424500,0.759784345,75.98,4507200,2009,.,.
96,1200,2011,153900,0.034056961,3.41,930600,0.205935073,20.59,0,0,0,3434400,0.760007967,76,4518900,2009,0,.
97,1200,2011,4500,0.000995025,0.1,825300,0.182487562,18.25,128700,0.028457711,2.85,3564000,0.788059701,78.81,4522500,2009,1,0
97.1,1200,2011,123300,0.027301714,2.73,1869300,0.413909924,41.39,451800,0.100039857,10,2071800,0.458748505,45.87,4516200,2009,.,.
98,1200,2011,263700,0.058670404,5.87,1515600,0.337204646,33.72,90900,0.020224269,2.02,2624400,0.583900681,58.39,4494600,2009,.,.
98.1,1200,2011,0,0,0,560700,0.123856859,12.39,0,0,0,3966300,0.876143141,87.61,4527000,2009,-1,.
99,1200,2011,202500,0.044865404,4.49,1853100,0.410568295,41.06,214200,0.047457627,4.75,2243700,0.497108674,49.71,4513500,2009,1,0
100,1200,2011,89100,0.019705414,1.97,464400,0.102707006,10.27,74700,0.016520701,1.65,3893400,0.861066879,86.11,4521600,2009,0,.
100.1,1200,2011,142200,0.031449045,3.14,958500,0.211982484,21.2,312300,0.069068471,6.91,3108600,0.6875,68.75,4521600,2009,.,.
101,1200,2011,81900,0.018113057,1.81,819000,0.181130573,18.11,319500,0.070660828,7.07,3301200,0.730095541,73.01,4521600,2009,1,0
102,1200,2011,67500,0.014922404,1.49,1664100,0.367886988,36.79,551700,0.121965778,12.2,2240100,0.495224831,49.52,4523400,2009,-1,.
