Nest Box,Radial Zone,NLCD Year,Developed m2,Development P,Development %,Natural m2,Natural P,Natural %,Agriculture m2,Agriculture P,Agriculture %,Other m2,Other P,Other %,Total m2,Study Year,Occupancy,Success
121.1,1200,2006,39600,0.008745776,0.87,1782000,0.393559928,39.36,138600,0.030610217,3.06,2567700,0.567084079,56.71,4527900,2004,.,.
122,1200,2006,60300,0.01332008,1.33,941400,0.207952286,20.8,21600,0.004771372,0.48,3503700,0.773956262,77.4,4527000,2004,0,.
122.1,1200,2006,71100,0.015702644,1.57,812700,0.179487179,17.95,85500,0.018882926,1.89,3558600,0.785927251,78.59,4527900,2004,.,.
123,1200,2006,59400,0.013123881,1.31,947700,0.209385564,20.94,21600,0.004772321,0.48,3497400,0.772718234,77.27,4526100,2004,-1,.
123.1,1200,2006,68400,0.015124378,1.51,1339200,0.296119403,29.61,480600,0.106268657,10.63,2634300,0.582487562,58.25,4522500,2004,.,.
124,1200,2006,314100,0.069466561,6.95,2202300,0.487062102,48.71,71100,0.015724522,1.57,1934100,0.427746815,42.77,4521600,2004,1,0
125,1200,2006,187200,0.041384799,4.14,900900,0.199164345,19.92,1800,0.000397931,0.04,3433500,0.759052925,75.91,4523400,2004,-1,.
126,1200,2006,113400,0.025049702,2.5,547200,0.120874751,12.09,0,0,0,3866400,0.854075547,85.41,4527000,2004,1,0
127,1200,2006,102600,0.022664016,2.27,1698300,0.375149105,37.51,232200,0.051292247,5.13,2493900,0.550894632,55.09,4527000,2004,-1,.
128,1200,2006,39600,0.008754477,0.88,1188900,0.262833267,26.28,329400,0.072821329,7.28,2965500,0.655590927,65.56,4523400,2004,-1,.
129,1200,2006,79200,0.017501989,1.75,2666700,0.58929992,58.93,774000,0.171042164,17.1,1005300,0.222155927,22.22,4525200,2004,1,2
129.1,1200,2006,62100,0.013717694,1.37,2667600,0.589264414,58.93,712800,0.157455268,15.75,1084500,0.239562624,23.96,4527000,2004,.,.
130,1200,2006,165600,0.036704568,3.67,1865700,0.413524835,41.35,1207800,0.26770397,26.77,1272600,0.282066627,28.21,4511700,2004,-1,.
130.1,1200,2006,80100,0.017714968,1.77,1078200,0.238455414,23.85,43200,0.00955414,0.96,3320100,0.734275478,73.43,4521600,2004,.,.
131,1200,2006,54900,0.012151394,1.22,1744200,0.386055777,38.61,252900,0.055976096,5.6,2466000,0.545816733,54.58,4518000,2004,.,.
132,1200,2006,102600,0.022673031,2.27,1223100,0.270286396,27.03,591300,0.130668258,13.07,2608200,0.576372315,57.64,4525200,2004,.,.
133,1200,2006,115200,0.025442258,2.54,2916000,0.644007156,64.4,306900,0.067779765,6.78,1189800,0.262770821,26.28,4527900,2004,.,.
134,1200,2006,179100,0.039649333,3.96,2429100,0.537756525,53.78,91800,0.020322773,2.03,1817100,0.402271369,40.23,4517100,2004,.,.
135,1200,2006,197100,0.043721302,4.37,1664100,0.369135556,36.91,180900,0.04012777,4.01,2466000,0.547015372,54.7,4508100,2004,.,.
136,1200,2006,110700,0.02445328,2.45,1838700,0.406163022,40.62,719100,0.158846918,15.88,1858500,0.410536779,41.05,4527000,2004,.,.
137,1200,2006,107100,0.023728814,2.37,1467900,0.325224327,32.52,446400,0.09890329,9.89,2492100,0.552143569,55.21,4513500,2004,.,.
138,1200,2006,44100,0.009753185,0.98,1762200,0.389729299,38.97,210600,0.046576433,4.66,2504700,0.553941083,55.39,4521600,2004,.,.
139,1200,2006,46800,0.0103462,1.03,1467000,0.324313569,32.43,121500,0.026860326,2.69,2888100,0.638479904,63.85,4523400,2004,.,.
140,1200,2006,297000,0.065632458,6.56,371700,0.082140016,8.21,96300,0.021280827,2.13,3760200,0.830946698,83.09,4525200,2004,.,.
140.1,1200,2006,204300,0.045147176,4.51,248400,0.054892601,5.49,31500,0.006961018,0.7,4041000,0.892999204,89.3,4525200,2004,.,.
140.2,1200,2006,220500,0.048911958,4.89,1385100,0.307246955,30.72,1220400,0.270712717,27.07,1682100,0.373128369,37.31,4508100,2004,.,.
141,1200,2006,106200,0.023501295,2.35,1439100,0.318462458,31.85,143100,0.031666999,3.17,2830500,0.626369249,62.64,4518900,2004,.,.
142,1200,2006,98100,0.021700179,2.17,1011600,0.223770655,22.38,102600,0.0226956,2.27,3308400,0.731833566,73.18,4520700,2004,.,.
142.1,1200,2006,191700,0.042481053,4.25,1048500,0.232349422,23.23,183600,0.040686079,4.07,3088800,0.684483446,68.45,4512600,2004,.,.
143,1200,2006,137700,0.030459885,3.05,1510200,0.334063309,33.41,72900,0.016125821,1.61,2799900,0.619350985,61.94,4520700,2004,.,.
144,1200,2006,288000,0.063706948,6.37,443700,0.098148517,9.81,96300,0.021302011,2.13,3692700,0.816842524,81.68,4520700,2004,.,.
145,1200,2006,67500,0.014907573,1.49,911700,0.20135162,20.14,51300,0.011329756,1.13,3497400,0.772411051,77.24,4527900,2004,.,.
145.1,1200,2006,161100,0.035721413,3.57,1500300,0.33266813,33.27,177300,0.03931351,3.93,2671200,0.592296947,59.23,4509900,2004,.,.
146,1200,2006,66600,0.014717582,1.47,1067400,0.235879077,23.59,203400,0.04494829,4.49,3187800,0.704455052,70.45,4525200,2004,.,.
147,1200,2006,81000,0.017896202,1.79,781200,0.172598926,17.26,0,0,0,3663900,0.809504872,80.95,4526100,2004,.,.
148,1200,2006,38700,0.008558917,0.86,537300,0.118829618,11.88,99000,0.021894904,2.19,3846600,0.850716561,85.07,4521600,2004,.,.
149,1200,2006,93600,0.020688283,2.07,418500,0.092500497,9.25,118800,0.026258206,2.63,3893400,0.860553014,86.06,4524300,2004,.,.
150,1200,2006,63000,0.013913735,1.39,807300,0.178294574,17.83,39600,0.008745776,0.87,3618000,0.799045915,79.9,4527900,2004,.,.
1,250,2006,4500,0.023041475,2.3,142200,0.728110599,72.81,0,0,0,48600,0.248847926,24.88,195300,2005,1,0
2,250,2006,22500,0.114155251,11.42,87300,0.442922374,44.29,20700,0.105022831,10.5,66600,0.337899543,33.79,197100,2005,0,.
3,250,2006,9900,0.050458716,5.05,122400,0.623853211,62.39,32400,0.165137615,16.51,31500,0.160550459,16.06,196200,2005,0,.
4,250,2006,27000,0.136363636,13.64,24300,0.122727273,12.27,104400,0.527272727,52.73,42300,0.213636364,21.36,198000,2005,0,.
4.1,250,2006,0,0,0,107100,0.540909091,54.09,0,0,0,90900,0.459090909,45.91,198000,2005,.,.
5,250,2006,18000,0.092165899,9.22,33300,0.170506912,17.05,80100,0.410138249,41.01,63900,0.32718894,32.72,195300,2005,0,.
6,250,2006,0,0,0,21600,0.110599078,11.06,160200,0.820276498,82.03,13500,0.069124424,6.91,195300,2005,0,.
7,250,2006,0,0,0,117000,0.596330275,59.63,70200,0.357798165,35.78,9000,0.04587156,4.59,196200,2005,-1,.
8,250,2006,14400,0.073059361,7.31,61200,0.310502283,31.05,39600,0.200913242,20.09,81900,0.415525114,41.55,197100,2005,1,0
9,250,2006,14400,0.072727273,7.27,125100,0.631818182,63.18,36000,0.181818182,18.18,22500,0.113636364,11.36,198000,2005,.,.
9.1,250,2006,26100,0.132420091,13.24,16200,0.082191781,8.22,142200,0.721461187,72.15,12600,0.063926941,6.39,197100,2005,0,.
9.2,250,2006,14400,0.073732719,7.37,9900,0.050691244,5.07,113400,0.580645161,58.06,57600,0.294930876,29.49,195300,2005,.,.
10,250,2006,27000,0.137614679,13.76,137700,0.701834862,70.18,3600,0.018348624,1.83,27900,0.142201835,14.22,196200,2005,-1,.
10.1,250,2006,3600,0.018099548,1.81,0,0,0,123300,0.619909502,61.99,72000,0.36199095,36.2,198900,2005,.,.
11,250,2006,9900,0.050228311,5.02,83700,0.424657534,42.47,28800,0.146118721,14.61,74700,0.378995434,37.9,197100,2005,0,.
12,250,2006,2700,0.013636364,1.36,63000,0.318181818,31.82,10800,0.054545455,5.45,121500,0.613636364,61.36,198000,2005,-1,.
12.1,250,2006,18900,0.095454545,9.55,62100,0.313636364,31.36,0,0,0,117000,0.590909091,59.09,198000,2005,.,.
13,250,2006,0,0,0,94500,0.479452055,47.95,0,0,0,102600,0.520547945,52.05,197100,2005,0,.
14,250,2006,16200,0.084507042,8.45,157500,0.821596244,82.16,1800,0.009389671,0.94,16200,0.084507042,8.45,191700,2005,0,.
14.1,250,2006,12600,0.063636364,6.36,87300,0.440909091,44.09,0,0,0,98100,0.495454545,49.55,198000,2005,.,.
15,250,2006,14400,0.072727273,7.27,135900,0.686363636,68.64,32400,0.163636364,16.36,15300,0.077272727,7.73,198000,2005,0,.
16,250,2006,37800,0.191780822,19.18,34200,0.173515982,17.35,86400,0.438356164,43.84,38700,0.196347032,19.63,197100,2005,0,.
17,250,2006,3600,0.018181818,1.82,36900,0.186363636,18.64,151200,0.763636364,76.36,6300,0.031818182,3.18,198000,2005,1,0
18,250,2006,1800,0.00921659,0.92,143100,0.732718894,73.27,0,0,0,50400,0.258064516,25.81,195300,2005,0,.
19,250,2006,5400,0.02739726,2.74,60300,0.305936073,30.59,0,0,0,131400,0.666666667,66.67,197100,2005,-1,.
19.1,250,2006,46800,0.236363636,23.64,32400,0.163636364,16.36,0,0,0,118800,0.6,60,198000,2005,.,.
20,250,2006,0,0,0,68400,0.345454545,34.55,86400,0.436363636,43.64,43200,0.218181818,21.82,198000,2005,0,.
21,250,2006,7200,0.03652968,3.65,132300,0.671232877,67.12,23400,0.118721461,11.87,34200,0.173515982,17.35,197100,2005,0,.
22,250,2006,19800,0.102803738,10.28,105300,0.546728972,54.67,57600,0.299065421,29.91,9900,0.051401869,5.14,192600,2005,0,.
22.1,250,2006,31500,0.160550459,16.06,92700,0.472477064,47.25,59400,0.302752294,30.28,12600,0.064220183,6.42,196200,2005,.,.
23,250,2006,0,0,0,155700,0.793577982,79.36,0,0,0,40500,0.206422018,20.64,196200,2005,1,0
24,250,2006,0,0,0,131400,0.663636364,66.36,0,0,0,66600,0.336363636,33.64,198000,2005,1,1
25,250,2006,11700,0.060185185,6.02,79200,0.407407407,40.74,89100,0.458333333,45.83,14400,0.074074074,7.41,194400,2005,0,.
26,250,2006,8100,0.040909091,4.09,88200,0.445454545,44.55,69300,0.35,35,32400,0.163636364,16.36,198000,2005,0,.
27,250,2006,1800,0.009174312,0.92,72000,0.366972477,36.7,62100,0.316513761,31.65,60300,0.30733945,30.73,196200,2005,1,4
28,250,2006,9900,0.050228311,5.02,65700,0.333333333,33.33,62100,0.315068493,31.51,59400,0.301369863,30.14,197100,2005,-1,.
29,250,2006,5400,0.027272727,2.73,52200,0.263636364,26.36,70200,0.354545455,35.45,70200,0.354545455,35.45,198000,2005,1,.
30,250,2006,10800,0.054794521,5.48,95400,0.484018265,48.4,0,0,0,90900,0.461187215,46.12,197100,2005,1,1
30.1,250,2006,29700,0.15,15,27900,0.140909091,14.09,130500,0.659090909,65.91,9900,0.05,5,198000,2005,.,.
31,250,2006,9000,0.045454545,4.55,9000,0.045454545,4.55,118800,0.6,60,61200,0.309090909,30.91,198000,2005,0,.
31.1,250,2006,18000,0.090497738,9.05,50400,0.253393665,25.34,45900,0.230769231,23.08,84600,0.425339367,42.53,198900,2005,.,.
32,250,2006,25200,0.127853881,12.79,110700,0.561643836,56.16,36900,0.187214612,18.72,24300,0.123287671,12.33,197100,2005,1,4
33,250,2006,0,0,0,116100,0.586363636,58.64,0,0,0,81900,0.413636364,41.36,198000,2005,-1,.
34,250,2006,19800,0.101382488,10.14,101700,0.520737327,52.07,65700,0.33640553,33.64,8100,0.041474654,4.15,195300,2005,0,.
34.1,250,2006,7200,0.036199095,3.62,108900,0.547511312,54.75,0,0,0,82800,0.416289593,41.63,198900,2005,.,.
35,250,2006,18900,0.097222222,9.72,73800,0.37962963,37.96,0,0,0,101700,0.523148148,52.31,194400,2005,.,.
35.1,250,2006,15300,0.077272727,7.73,153000,0.772727273,77.27,0,0,0,29700,0.15,15,198000,2005,0,.
35.2,250,2006,11700,0.059633028,5.96,84600,0.431192661,43.12,0,0,0,99900,0.509174312,50.92,196200,2005,.,.
36,250,2006,18900,0.098130841,9.81,77400,0.401869159,40.19,0,0,0,96300,0.5,50,192600,2005,0,.
37,250,2006,0,0,0,154800,0.785388128,78.54,0,0,0,42300,0.214611872,21.46,197100,2005,0,.
38,250,2006,37800,0.190909091,19.09,42300,0.213636364,21.36,0,0,0,117900,0.595454545,59.55,198000,2005,-1,.
38.1,250,2006,10800,0.056074766,5.61,96300,0.5,50,13500,0.070093458,7.01,72000,0.373831776,37.38,192600,2005,.,.
39,250,2006,0,0,0,70200,0.357798165,35.78,21600,0.110091743,11.01,104400,0.532110092,53.21,196200,2005,1,4
40,250,2006,30600,0.160377358,16.04,72900,0.382075472,38.21,65700,0.344339623,34.43,21600,0.113207547,11.32,190800,2005,-1,.
41,250,2006,29700,0.151376147,15.14,120600,0.614678899,61.47,1800,0.009174312,0.92,44100,0.224770642,22.48,196200,2005,-1,.
41.1,250,2006,23400,0.118721461,11.87,36000,0.182648402,18.26,36000,0.182648402,18.26,101700,0.515981735,51.6,197100,2005,.,.
42,250,2006,37800,0.196261682,19.63,0,0,0,0,0,0,154800,0.803738318,80.37,192600,2005,-1,.
42.1,250,2006,24300,0.122727273,12.27,0,0,0,167400,0.845454545,84.55,6300,0.031818182,3.18,198000,2005,.,.
42.2,250,2006,28800,0.148148148,14.81,151200,0.777777778,77.78,0,0,0,14400,0.074074074,7.41,194400,2005,.,.
43,250,2006,0,0,0,58500,0.296803653,29.68,69300,0.351598174,35.16,69300,0.351598174,35.16,197100,2005,-1,.
44,250,2006,4500,0.023364486,2.34,97200,0.504672897,50.47,0,0,0,90900,0.471962617,47.2,192600,2005,0,.
44.1,250,2006,8100,0.04109589,4.11,159300,0.808219178,80.82,0,0,0,29700,0.150684932,15.07,197100,2005,.,.
45,250,2006,57600,0.28959276,28.96,86400,0.43438914,43.44,8100,0.040723982,4.07,46800,0.235294118,23.53,198900,2005,.,.
45.1,250,2006,1800,0.009090909,0.91,12600,0.063636364,6.36,156600,0.790909091,79.09,27000,0.136363636,13.64,198000,2005,1,0
46,250,2006,4500,0.023148148,2.31,21600,0.111111111,11.11,68400,0.351851852,35.19,99900,0.513888889,51.39,194400,2005,0,.
47,250,2006,3600,0.018348624,1.83,85500,0.435779817,43.58,0,0,0,107100,0.54587156,54.59,196200,2005,1,0
48,250,2006,2700,0.013636364,1.36,38700,0.195454545,19.55,0,0,0,156600,0.790909091,79.09,198000,2005,-1,.
48.1,250,2006,4500,0.02283105,2.28,161100,0.817351598,81.74,0,0,0,31500,0.159817352,15.98,197100,2005,.,.
49,250,2006,6300,0.03196347,3.2,133200,0.675799087,67.58,3600,0.01826484,1.83,54000,0.273972603,27.4,197100,2005,-1,.
50,250,2006,17100,0.086757991,8.68,97200,0.493150685,49.32,0,0,0,82800,0.420091324,42.01,197100,2005,0,.
51,250,2006,17100,0.087962963,8.8,127800,0.657407407,65.74,0,0,0,49500,0.25462963,25.46,194400,2005,1,5
52,250,2006,9000,0.046728972,4.67,105300,0.546728972,54.67,0,0,0,78300,0.406542056,40.65,192600,2005,1,0
53,250,2006,0,0,0,62100,0.31797235,31.8,42300,0.216589862,21.66,90900,0.465437788,46.54,195300,2005,1,4
54,250,2006,9000,0.0456621,4.57,115200,0.584474886,58.45,0,0,0,72900,0.369863014,36.99,197100,2005,1,.
54.1,250,2006,14400,0.074766355,7.48,110700,0.574766355,57.48,0,0,0,67500,0.35046729,35.05,192600,2005,.,.
55,250,2006,6300,0.03255814,3.26,87300,0.451162791,45.12,0,0,0,99900,0.51627907,51.63,193500,2005,1,0
56,250,2006,10800,0.054545455,5.45,87300,0.440909091,44.09,0,0,0,99900,0.504545455,50.45,198000,2005,1,0
57,250,2006,8100,0.040909091,4.09,0,0,0,0,0,0,189900,0.959090909,95.91,198000,2005,-1,.
57.1,250,2006,9000,0.0456621,4.57,36000,0.182648402,18.26,146700,0.744292237,74.43,5400,0.02739726,2.74,197100,2005,.,.
58,250,2006,54900,0.278538813,27.85,64800,0.328767123,32.88,0,0,0,77400,0.392694064,39.27,197100,2005,.,.
58.1,250,2006,13500,0.068493151,6.85,72900,0.369863014,36.99,9000,0.0456621,4.57,101700,0.515981735,51.6,197100,2005,0,.
58.2,250,2006,6300,0.032407407,3.24,20700,0.106481481,10.65,155700,0.800925926,80.09,11700,0.060185185,6.02,194400,2005,.,.
59,250,2006,0,0,0,45900,0.232876712,23.29,48600,0.246575342,24.66,102600,0.520547945,52.05,197100,2005,-1,.
59.1,250,2006,14400,0.072727273,7.27,2700,0.013636364,1.36,58500,0.295454545,29.55,122400,0.618181818,61.82,198000,2005,.,.
60,250,2006,6300,0.031818182,3.18,148500,0.75,75,9000,0.045454545,4.55,34200,0.172727273,17.27,198000,2005,1,4
61,250,2006,4500,0.022727273,2.27,8100,0.040909091,4.09,45000,0.227272727,22.73,140400,0.709090909,70.91,198000,2005,.,.
61.1,250,2006,0,0,0,61200,0.319248826,31.92,3600,0.018779343,1.88,126900,0.661971831,66.2,191700,2005,1,4
61.2,250,2006,0,0,0,83700,0.436619718,43.66,0,0,0,108000,0.563380282,56.34,191700,2005,.,.
62,250,2006,10800,0.055555556,5.56,48600,0.25,25,0,0,0,135000,0.694444444,69.44,194400,2005,-1,.
62.1,250,2006,23400,0.120930233,12.09,0,0,0,0,0,0,170100,0.879069767,87.91,193500,2005,.,.
63,250,2006,13500,0.069444444,6.94,86400,0.444444444,44.44,35100,0.180555556,18.06,59400,0.305555556,30.56,194400,2005,1,4
64,250,2006,34200,0.177570093,17.76,9000,0.046728972,4.67,0,0,0,149400,0.775700935,77.57,192600,2005,.,.
64.1,250,2006,8100,0.042253521,4.23,52200,0.272300469,27.23,124200,0.647887324,64.79,7200,0.037558685,3.76,191700,2005,1,0
65,250,2006,21600,0.108597285,10.86,45900,0.230769231,23.08,0,0,0,131400,0.660633484,66.06,198900,2005,-1,.
65.1,250,2006,14400,0.07239819,7.24,170100,0.85520362,85.52,0,0,0,14400,0.07239819,7.24,198900,2005,.,.
66,250,2006,12600,0.063636364,6.36,128700,0.65,65,0,0,0,56700,0.286363636,28.64,198000,2005,1,0
67,250,2006,12600,0.064516129,6.45,144900,0.741935484,74.19,3600,0.01843318,1.84,34200,0.175115207,17.51,195300,2005,0,.
68,250,2006,17100,0.086363636,8.64,43200,0.218181818,21.82,0,0,0,137700,0.695454545,69.55,198000,2005,-1,.
68.1,250,2006,27900,0.143518519,14.35,151200,0.777777778,77.78,0,0,0,15300,0.078703704,7.87,194400,2005,.,.
69,250,2006,18000,0.091324201,9.13,55800,0.283105023,28.31,14400,0.073059361,7.31,108900,0.552511416,55.25,197100,2005,0,.
70,250,2006,19800,0.1,10,125100,0.631818182,63.18,18900,0.095454545,9.55,34200,0.172727273,17.27,198000,2005,-1,.
70.1,250,2006,0,0,0,56700,0.287671233,28.77,0,0,0,140400,0.712328767,71.23,197100,2005,.,.
70.2,250,2006,34200,0.173515982,17.35,139500,0.707762557,70.78,0,0,0,23400,0.118721461,11.87,197100,2005,.,.
71,250,2006,13500,0.069124424,6.91,126000,0.64516129,64.52,0,0,0,55800,0.285714286,28.57,195300,2005,0,.
72,250,2006,8100,0.041284404,4.13,167400,0.853211009,85.32,1800,0.009174312,0.92,18900,0.096330275,9.63,196200,2005,-1,.
72.1,250,2006,0,0,0,72900,0.378504673,37.85,0,0,0,119700,0.621495327,62.15,192600,2005,.,.
72.2,250,2006,50400,0.255707763,25.57,110700,0.561643836,56.16,0,0,0,36000,0.182648402,18.26,197100,2005,.,.
73,250,2006,1800,0.009259259,0.93,154800,0.796296296,79.63,0,0,0,37800,0.194444444,19.44,194400,2005,0,.
74,250,2006,6300,0.03196347,3.2,172800,0.876712329,87.67,6300,0.03196347,3.2,11700,0.059360731,5.94,197100,2005,-1,.
75,250,2006,12600,0.063926941,6.39,126000,0.639269406,63.93,9900,0.050228311,5.02,48600,0.246575342,24.66,197100,2005,1,1
76,250,2006,4500,0.023474178,2.35,94500,0.492957746,49.3,35100,0.183098592,18.31,57600,0.300469484,30.05,191700,2005,0,.
77,250,2006,0,0,0,75600,0.387096774,38.71,0,0,0,119700,0.612903226,61.29,195300,2005,1,0
78,250,2006,28800,0.146118721,14.61,59400,0.301369863,30.14,0,0,0,108900,0.552511416,55.25,197100,2005,-1,.
78.1,250,2006,10800,0.054794521,5.48,100800,0.511415525,51.14,0,0,0,85500,0.433789954,43.38,197100,2005,.,.
79,250,2006,10800,0.053811659,5.38,102600,0.511210762,51.12,0,0,0,87300,0.434977578,43.5,200700,2005,0,.
79.1,250,2006,6300,0.032110092,3.21,108900,0.555045872,55.5,62100,0.316513761,31.65,18900,0.096330275,9.63,196200,2005,.,.
80,250,2006,7200,0.036363636,3.64,123300,0.622727273,62.27,54900,0.277272727,27.73,12600,0.063636364,6.36,198000,2005,.,.
80.1,250,2006,6300,0.031818182,3.18,123300,0.622727273,62.27,55800,0.281818182,28.18,12600,0.063636364,6.36,198000,2005,1,5
81,250,2006,0,0,0,108900,0.552511416,55.25,6300,0.03196347,3.2,81900,0.415525114,41.55,197100,2005,1,4
81.1,250,2006,10800,0.055045872,5.5,79200,0.403669725,40.37,5400,0.027522936,2.75,100800,0.513761468,51.38,196200,2005,.,.
82,250,2006,17100,0.087155963,8.72,108000,0.550458716,55.05,0,0,0,71100,0.362385321,36.24,196200,2005,1,4
83,250,2006,11700,0.061032864,6.1,90900,0.474178404,47.42,0,0,0,89100,0.464788732,46.48,191700,2005,0,.
84,250,2006,8100,0.041284404,4.13,121500,0.619266055,61.93,3600,0.018348624,1.83,63000,0.321100917,32.11,196200,2005,1,4
84.1,250,2006,3600,0.018181818,1.82,133200,0.672727273,67.27,0,0,0,61200,0.309090909,30.91,198000,2005,.,.
85,250,2006,8100,0.041666667,4.17,100800,0.518518519,51.85,29700,0.152777778,15.28,55800,0.287037037,28.7,194400,2005,0,.
85.1,250,2006,5400,0.02764977,2.76,61200,0.313364055,31.34,0,0,0,128700,0.658986175,65.9,195300,2005,.,.
86,250,2006,3600,0.01843318,1.84,137700,0.705069124,70.51,0,0,0,54000,0.276497696,27.65,195300,2005,0,.
87,250,2006,3600,0.018181818,1.82,69300,0.35,35,15300,0.077272727,7.73,109800,0.554545455,55.45,198000,2005,-1,.
88,250,2006,1800,0.00913242,0.91,149400,0.757990868,75.8,0,0,0,45900,0.232876712,23.29,197100,2005,-1,.
89,250,2006,13500,0.068493151,6.85,102600,0.520547945,52.05,0,0,0,81000,0.410958904,41.1,197100,2005,-1,.
90,250,2006,14400,0.073059361,7.31,66600,0.337899543,33.79,0,0,0,116100,0.589041096,58.9,197100,2005,1,.
90.1,250,2006,0,0,0,38700,0.195454545,19.55,0,0,0,159300,0.804545455,80.45,198000,2005,.,.
91,250,2006,0,0,0,104400,0.529680365,52.97,0,0,0,92700,0.470319635,47.03,197100,2005,1,4
92,250,2006,8100,0.040909091,4.09,0,0,0,78300,0.395454545,39.55,111600,0.563636364,56.36,198000,2005,-1,.
93,250,2006,5400,0.027777778,2.78,98100,0.50462963,50.46,36000,0.185185185,18.52,54900,0.282407407,28.24,194400,2005,0,.
93.1,250,2006,7200,0.037383178,3.74,72900,0.378504673,37.85,65700,0.341121495,34.11,46800,0.242990654,24.3,192600,2005,.,.
94,250,2006,10800,0.054794521,5.48,154800,0.785388128,78.54,0,0,0,31500,0.159817352,15.98,197100,2005,1,.
94.1,250,2006,0,0,0,142200,0.724770642,72.48,3600,0.018348624,1.83,50400,0.256880734,25.69,196200,2005,.,.
95,250,2006,34200,0.174311927,17.43,105300,0.536697248,53.67,0,0,0,56700,0.288990826,28.9,196200,2005,-1,.
95.1,250,2006,4500,0.02283105,2.28,46800,0.237442922,23.74,42300,0.214611872,21.46,103500,0.525114155,52.51,197100,2005,.,.
